出表日期,交易日期,權證代號,權證名稱,成交金額,成交數量
"1150529","1150529","030766","T50反1中信62購01","30390.00","352000"
"1150529","1150529","030886","T50正2中信56購03","0.00","0"
"1150529","1150529","030887","台塑中信58購01","0.00","0"
"1150529","1150529","030769","台達電中信58購01","0.00","0"
"1150529","1150529","030768","道瓊反中信56購01","0.00","0"
"1150529","1150529","030767","臺指反中信62購01","260.00","1000"
"1150529","1150529","031065","台達電中信56購01","0.00","0"
"1150529","1150529","031073","世紀鋼中信56購01","0.00","0"
"1150529","1150529","031070","神達中信56購01","7000.00","200000"
"1150529","1150529","03119T","南亞科中信5B售02","45590.00","117000"
"1150529","1150529","031355","一詮中信56購01","0.00","0"
"1150529","1150529","031353","鴻海中信57購01","102280.00","55000"
"1150529","1150529","049050","臺股指中信5C購01","0.00","0"
"1150529","1150529","049051","臺股指中信5C購02","0.00","0"
"1150529","1150529","049045","漢唐中信56購02","0.00","0"
"1150529","1150529","049042","滬深2X中信5C購01","0.00","0"
"1150529","1150529","049049","臺股指中信56購13","0.00","0"
"1150529","1150529","049047","貿聯中信56購04","0.00","0"
"1150529","1150529","049043","中砂中信56購02","0.00","0"
"1150529","1150529","049044","國巨中信5C購04","0.00","0"
"1150529","1150529","049046","京元電中信5C購03","0.00","0"
"1150529","1150529","049225","亞翔中信5C購06","110250.00","115000"
"1150529","1150529","049228","至上中信5A購02","6800.00","10000"
"1150529","1150529","049227","兆聯中信59購01","12100.00","10000"
"1150529","1150529","049221","國泰金中信56購02","0.00","0"
"1150529","1150529","049215","T50正2中信59購02","418360.00","88000"
"1150529","1150529","049226","力積電中信56購05","0.00","0"
"1150529","1150529","049216","SGBR2X中信5C購01","0.00","0"
"1150529","1150529","049222","台新金中信56購02","0.00","0"
